PO_ID,Order_Date,Supplier_ID,Material_ID,Quantity,Unit_Price,Total_Cost
PO005444,2025-05-09,SUP017,MAT011,134,2281,305654
PO005445,2025-08-26,SUP010,MAT020,936,3096,2897856
PO005446,2025-12-26,SUP006,MAT021,939,4051,3803889
PO005447,2024-02-16,SUP018,MAT029,275,1922,528550
PO005448,2024-06-30,SUP015,MAT012,270,683,184410
PO005449,2024-09-20,SUP011,MAT005,833,4705,3919265
PO005450,2024-03-29,SUP019,MAT016,9153,28,256284
PO005451,2024-08-10,SUP017,MAT004,540,1471,794340
PO005452,2025-12-19,SUP007,MAT001,336,588,197568
PO005453,2024-04-20,SUP016,MAT005,819,3791,3104829
PO005454,2025-07-24,SUP012,MAT018,173,2628,454644
PO005455,2025-02-22,SUP014,MAT014,678,646,437988
PO005456,2024-04-03,SUP003,MAT017,9741,18,175338
PO005457,2025-03-15,SUP014,MAT004,894,4700,4201800
PO005458,2025-03-25,SUP009,MAT028,1162,22,25564
PO005459,2025-01-10,SUP007,MAT005,351,4624,1623024
PO005460,2025-06-04,SUP010,MAT024,308,1538,473704
PO005461,2024-12-02,SUP013,MAT021,159,281,44679
PO005462,2024-08-05,SUP013,MAT028,2862,18,51516
PO005463,2025-04-10,SUP014,MAT019,107,1435,153545
PO005464,2025-09-30,SUP008,MAT026,223,970,216310
PO005465,2024-07-31,SUP005,MAT006,233,1117,260261
PO005466,2025-08-21,SUP005,MAT017,6925,17,117725
PO005467,2025-10-03,SUP020,MAT024,952,4949,4711448
PO005468,2025-09-25,SUP020,MAT027,9097,44,400268
PO005469,2025-07-27,SUP002,MAT015,7294,16,116704
PO005470,2025-03-19,SUP013,MAT013,106,2305,244330
PO005471,2025-06-01,SUP001,MAT013,241,2340,563940
PO005472,2025-01-24,SUP010,MAT009,290,2425,703250
PO005473,2024-05-19,SUP019,MAT023,881,3383,2980423
PO005474,2024-11-03,SUP014,MAT005,960,814,781440
PO005475,2025-09-03,SUP004,MAT001,247,850,209950
PO005476,2024-01-22,SUP017,MAT010,159,2377,377943
PO005477,2024-10-19,SUP001,MAT030,266,1605,426930
PO005478,2024-09-17,SUP016,MAT018,88,1487,130856
PO005479,2025-03-06,SUP004,MAT015,5942,17,101014
PO005480,2025-02-03,SUP016,MAT029,54,664,35856
PO005481,2024-06-22,SUP008,MAT030,73,1400,102200
PO005482,2024-02-29,SUP005,MAT030,284,1048,297632
PO005483,2024-05-24,SUP011,MAT020,555,1916,1063380
PO005484,2024-06-04,SUP017,MAT019,96,1173,112608
PO005485,2024-07-01,SUP006,MAT011,283,1317,372711
PO005486,2025-03-02,SUP001,MAT011,218,1582,344876
PO005487,2025-01-21,SUP019,MAT030,164,1403,230092
PO005488,2024-06-05,SUP003,MAT024,477,3773,1799721
PO005489,2024-07-15,SUP006,MAT015,8664,47,407208
PO005490,2025-01-07,SUP001,MAT030,71,1939,137669
PO005491,2024-11-04,SUP007,MAT020,962,2080,2000960
PO005492,2025-12-14,SUP006,MAT014,272,2074,564128
PO005493,2025-12-06,SUP005,MAT012,193,1704,328872
PO005494,2024-01-14,SUP002,MAT005,492,3596,1769232
PO005495,2025-06-27,SUP007,MAT013,612,4194,2566728
PO005496,2024-01-20,SUP001,MAT030,136,1159,157624
PO005497,2025-10-14,SUP014,MAT016,3788,21,79548
PO005498,2025-09-23,SUP019,MAT016,6293,35,220255
PO005499,2025-11-12,SUP018,MAT016,3808,14,53312
PO005500,2024-03-21,SUP007,MAT005,585,3738,2186730
PO005501,2024-07-05,SUP002,MAT001,656,751,492656
PO005502,2025-06-12,SUP008,MAT016,7155,40,286200
PO005503,2024-07-03,SUP007,MAT010,222,1847,410034
PO005504,2025-10-13,SUP008,MAT029,167,2063,344521
PO005505,2024-12-25,SUP005,MAT015,5824,9,52416
PO005506,2024-12-04,SUP012,MAT012,204,1767,360468
PO005507,2024-09-15,SUP011,MAT021,428,2529,1082412
PO005508,2024-05-26,SUP005,MAT017,8598,23,197754
PO005509,2024-12-04,SUP011,MAT028,5717,50,285850
PO005510,2024-12-10,SUP016,MAT024,534,1648,880032
PO005511,2025-03-22,SUP009,MAT027,4517,42,189714
PO005512,2024-11-26,SUP015,MAT004,867,3119,2704173
PO005513,2025-04-19,SUP012,MAT006,606,4947,2997882
PO005514,2025-05-06,SUP002,MAT029,100,1355,135500
PO005515,2024-06-26,SUP017,MAT012,95,2327,221065
PO005516,2024-09-16,SUP001,MAT030,80,1784,142720
PO005517,2025-05-25,SUP015,MAT012,132,2206,291192
PO005518,2024-03-08,SUP008,MAT007,232,3820,886240
PO005519,2025-12-06,SUP019,MAT006,442,468,206856
PO005520,2025-02-20,SUP010,MAT009,274,2005,549370
PO005521,2025-11-30,SUP016,MAT015,5335,22,117370
PO005522,2025-12-19,SUP008,MAT028,8763,9,78867
PO005523,2025-02-11,SUP001,MAT007,799,612,488988
PO005524,2025-04-06,SUP018,MAT026,363,789,286407
PO005525,2025-08-24,SUP015,MAT028,3742,15,56130
PO005526,2025-05-28,SUP006,MAT026,729,4179,3046491
PO005527,2024-07-17,SUP007,MAT020,993,3944,3916392
PO005528,2025-02-07,SUP014,MAT009,93,1468,136524
PO005529,2025-07-12,SUP009,MAT022,477,1243,592911
PO005530,2024-10-08,SUP015,MAT030,262,874,228988
PO005531,2024-02-24,SUP014,MAT005,613,1464,897432
PO005532,2024-12-11,SUP016,MAT008,132,2576,340032
PO005533,2025-09-03,SUP017,MAT017,7625,25,190625
PO005534,2025-09-03,SUP009,MAT011,92,1528,140576
PO005535,2025-07-07,SUP020,MAT019,76,2238,170088
PO005536,2024-03-12,SUP013,MAT030,249,1140,283860
PO005537,2025-07-18,SUP011,MAT015,5874,13,76362
PO005538,2025-03-06,SUP001,MAT008,656,885,580560
PO005539,2025-07-27,SUP005,MAT029,210,575,120750
PO005540,2025-04-23,SUP004,MAT012,91,1011,92001
PO005541,2024-08-11,SUP001,MAT009,264,770,203280
PO005542,2025-01-29,SUP010,MAT006,876,2105,1843980
PO005543,2025-01-08,SUP010,MAT010,152,1299,197448
PO005544,2025-12-16,SUP007,MAT023,541,1112,601592
PO005545,2025-05-21,SUP003,MAT023,925,1102,1019350
PO005546,2025-09-11,SUP020,MAT006,704,2659,1871936
PO005547,2025-11-15,SUP004,MAT001,486,634,308124
PO005548,2025-03-30,SUP009,MAT026,339,3766,1276674
PO005549,2025-10-07,SUP019,MAT006,292,3536,1032512
PO005550,2024-03-30,SUP001,MAT018,112,689,77168
PO005551,2024-01-04,SUP014,MAT020,102,2753,280806
PO005552,2025-10-19,SUP013,MAT013,519,1138,590622
PO005553,2025-06-29,SUP013,MAT029,232,602,139664
PO005554,2025-12-10,SUP015,MAT013,435,1030,448050
PO005555,2025-05-26,SUP011,MAT026,675,1052,710100
PO005556,2025-06-10,SUP009,MAT013,819,2275,1863225
PO005557,2025-07-30,SUP004,MAT028,3551,42,149142
PO005558,2025-07-19,SUP014,MAT023,787,2101,1653487
PO005559,2025-05-06,SUP007,MAT003,699,742,518658
PO005560,2025-11-12,SUP013,MAT001,441,304,134064
PO005561,2024-05-29,SUP004,MAT010,69,856,59064
PO005562,2024-12-23,SUP020,MAT008,720,1048,754560
PO005563,2024-10-21,SUP013,MAT002,950,482,457900
PO005564,2024-01-18,SUP001,MAT008,533,3587,1911871
PO005565,2024-12-12,SUP011,MAT003,815,1152,938880
PO005566,2025-12-18,SUP003,MAT013,489,627,306603
PO005567,2024-04-22,SUP002,MAT024,777,3890,3022530
PO005568,2024-01-16,SUP013,MAT010,92,2115,194580
PO005569,2025-05-19,SUP007,MAT030,113,1665,188145
PO005570,2025-02-27,SUP006,MAT007,493,3104,1530272
PO005571,2024-12-01,SUP018,MAT028,5827,9,52443
PO005572,2025-05-21,SUP007,MAT026,491,3258,1599678
PO005573,2024-07-21,SUP009,MAT026,731,1011,739041
PO005574,2025-07-15,SUP020,MAT014,417,2290,954930
PO005575,2025-08-27,SUP012,MAT003,437,464,202768
PO005576,2024-03-01,SUP014,MAT028,3228,15,48420
PO005577,2025-07-23,SUP019,MAT017,7071,7,49497
PO005578,2024-05-10,SUP020,MAT002,380,631,239780
PO005579,2024-04-14,SUP014,MAT016,9635,33,317955
PO005580,2024-12-16,SUP005,MAT003,540,908,490320
PO005581,2025-10-01,SUP011,MAT005,410,2287,937670
PO005582,2024-08-31,SUP007,MAT013,121,554,67034
PO005583,2024-07-14,SUP015,MAT011,236,1907,450052
PO005584,2025-12-02,SUP003,MAT003,234,800,187200
PO005585,2025-07-12,SUP020,MAT018,64,1184,75776
PO005586,2025-01-24,SUP008,MAT029,55,755,41525
PO005587,2024-04-19,SUP009,MAT020,142,3922,556924
PO005588,2025-12-29,SUP016,MAT001,928,1128,1046784
PO005589,2025-09-01,SUP012,MAT021,398,1213,482774
PO005590,2025-09-08,SUP017,MAT021,575,3296,1895200
PO005591,2024-09-18,SUP013,MAT004,755,1449,1093995
PO005592,2024-08-19,SUP011,MAT028,7729,31,239599
PO005593,2024-11-15,SUP011,MAT006,512,2713,1389056
PO005594,2024-07-17,SUP003,MAT003,480,600,288000
PO005595,2025-04-28,SUP011,MAT008,968,4641,4492488
PO005596,2024-07-13,SUP020,MAT010,76,1731,131556
PO005597,2024-03-16,SUP008,MAT008,412,328,135136
PO005598,2024-12-19,SUP014,MAT028,5652,25,141300
PO005599,2024-06-27,SUP018,MAT028,3740,39,145860
PO005600,2025-02-20,SUP010,MAT005,670,338,226460
PO005601,2025-05-20,SUP009,MAT028,4286,12,51432
PO005602,2024-10-25,SUP017,MAT030,161,585,94185
PO005603,2025-06-08,SUP003,MAT013,657,1608,1056456
PO005604,2024-11-04,SUP003,MAT015,5846,9,52614
PO005605,2024-12-31,SUP017,MAT014,919,2244,2062236
PO005606,2024-10-29,SUP006,MAT005,907,4083,3703281
PO005607,2025-03-29,SUP002,MAT020,350,4382,1533700
PO005608,2025-02-10,SUP006,MAT016,8206,27,221562
PO005609,2024-09-15,SUP002,MAT018,40,2143,85720
PO005610,2025-02-23,SUP006,MAT020,702,4346,3050892
PO005611,2025-03-31,SUP008,MAT019,33,866,28578
PO005612,2024-03-04,SUP014,MAT018,91,2594,236054
PO005613,2025-06-22,SUP017,MAT004,649,2038,1322662
PO005614,2024-03-11,SUP012,MAT011,166,1641,272406
PO005615,2024-09-07,SUP007,MAT022,728,4570,3326960
PO005616,2024-06-29,SUP020,MAT015,1253,31,38843
PO005617,2024-06-23,SUP012,MAT010,210,1469,308490
PO005618,2024-10-02,SUP004,MAT001,988,513,506844
PO005619,2025-01-13,SUP014,MAT024,461,1487,685507
PO005620,2024-01-02,SUP008,MAT002,480,1092,524160
PO005621,2024-04-27,SUP017,MAT017,5198,44,228712
PO005622,2024-12-09,SUP020,MAT003,690,861,594090
PO005623,2024-12-25,SUP015,MAT003,768,776,595968
PO005624,2024-07-17,SUP011,MAT010,183,700,128100
PO005625,2025-11-24,SUP019,MAT030,101,1469,148369
PO005626,2024-07-23,SUP005,MAT025,900,3674,3306600
PO005627,2025-05-18,SUP020,MAT022,159,1320,209880
PO005628,2024-03-17,SUP010,MAT007,298,1155,344190
PO005629,2025-04-11,SUP016,MAT010,108,2261,244188
PO005630,2025-07-11,SUP005,MAT001,745,919,684655
PO005631,2025-11-08,SUP010,MAT020,960,3814,3661440
PO005632,2024-07-23,SUP002,MAT019,180,2135,384300
PO005633,2025-02-28,SUP018,MAT003,510,435,221850
PO005634,2024-05-07,SUP015,MAT014,880,872,767360
PO005635,2024-01-31,SUP001,MAT027,9475,44,416900
PO005636,2025-05-23,SUP014,MAT006,567,2127,1206009
PO005637,2024-06-14,SUP007,MAT018,182,2193,399126
PO005638,2025-03-01,SUP002,MAT029,228,657,149796
PO005639,2025-08-04,SUP002,MAT004,389,2800,1089200
PO005640,2024-05-11,SUP006,MAT016,4115,8,32920
PO005641,2024-11-03,SUP004,MAT005,565,4069,2298985
PO005642,2024-12-15,SUP017,MAT008,554,3114,1725156
PO005643,2025-09-23,SUP017,MAT011,148,2430,359640
PO005644,2024-08-27,SUP014,MAT001,230,567,130410
PO005645,2024-03-14,SUP010,MAT015,1118,46,51428
PO005646,2025-07-19,SUP015,MAT001,425,471,200175
PO005647,2025-01-08,SUP019,MAT009,184,1109,204056
PO005648,2024-06-14,SUP017,MAT013,920,773,711160
PO005649,2024-11-24,SUP012,MAT017,7632,49,373968
PO005650,2024-07-20,SUP017,MAT004,297,1351,401247
PO005651,2024-09-02,SUP018,MAT012,216,1173,253368
PO005652,2025-02-12,SUP016,MAT014,375,1332,499500
PO005653,2024-12-20,SUP005,MAT006,876,3937,3448812
PO005654,2024-01-29,SUP011,MAT004,616,3513,2164008
PO005655,2024-01-08,SUP007,MAT030,184,1372,252448
PO005656,2025-01-19,SUP011,MAT021,212,3908,828496
PO005657,2024-06-27,SUP010,MAT018,61,657,40077
PO005658,2025-08-27,SUP003,MAT009,283,2420,684860
PO005659,2024-03-19,SUP014,MAT028,3655,27,98685
PO005660,2025-12-27,SUP007,MAT014,698,3477,2426946
PO005661,2024-03-15,SUP003,MAT009,95,1060,100700
PO005662,2025-08-02,SUP005,MAT024,156,4456,695136
PO005663,2025-06-30,SUP018,MAT017,7343,19,139517
PO005664,2025-12-22,SUP012,MAT024,558,2618,1460844
PO005665,2024-09-09,SUP004,MAT014,188,1712,321856
PO005666,2024-05-07,SUP013,MAT001,597,684,408348
PO005667,2024-01-09,SUP002,MAT026,186,2269,422034
PO005668,2025-08-05,SUP015,MAT030,204,1707,348228
PO005669,2024-11-26,SUP004,MAT023,324,1924,623376
PO005670,2024-04-25,SUP004,MAT010,297,1125,334125
PO005671,2024-01-30,SUP016,MAT028,9812,36,353232
PO005672,2024-01-25,SUP019,MAT006,756,4051,3062556
PO005673,2025-05-12,SUP012,MAT021,241,3784,911944
PO005674,2025-01-02,SUP014,MAT007,786,3409,2679474
PO005675,2024-11-15,SUP006,MAT014,695,1589,1104355
PO005676,2025-02-06,SUP015,MAT024,973,4724,4596452
PO005677,2025-06-04,SUP004,MAT026,877,4792,4202584
PO005678,2025-09-26,SUP006,MAT020,605,293,177265
PO005679,2025-10-06,SUP008,MAT023,639,4915,3140685
PO005680,2024-08-08,SUP009,MAT001,849,1059,899091
PO005681,2024-01-22,SUP002,MAT014,188,3084,579792
PO005682,2024-03-26,SUP015,MAT015,8797,18,158346
PO005683,2025-06-30,SUP012,MAT017,9657,41,395937
PO005684,2025-10-09,SUP010,MAT017,8647,48,415056
PO005685,2025-02-19,SUP010,MAT008,805,3411,2745855
PO005686,2024-07-27,SUP012,MAT022,576,3424,1972224
PO005687,2024-04-20,SUP019,MAT013,863,917,791371
PO005688,2025-03-24,SUP008,MAT019,164,2201,360964
PO005689,2024-10-16,SUP019,MAT029,162,1491,241542
PO005690,2024-09-19,SUP003,MAT002,729,775,564975
PO005691,2024-02-14,SUP009,MAT003,744,915,680760
PO005692,2024-09-08,SUP006,MAT006,740,2268,1678320
PO005693,2024-07-08,SUP014,MAT024,486,258,125388
PO005694,2025-01-03,SUP011,MAT030,189,627,118503
PO005695,2024-12-06,SUP012,MAT013,553,2232,1234296
PO005696,2025-12-28,SUP006,MAT029,300,1937,581100
PO005697,2025-11-05,SUP003,MAT024,134,463,62042
PO005698,2024-11-13,SUP011,MAT011,131,1749,229119
PO005699,2024-02-21,SUP020,MAT020,933,4874,4547442
PO005700,2025-08-09,SUP018,MAT021,693,2056,1424808
PO005701,2025-05-25,SUP010,MAT022,248,462,114576
PO005702,2025-11-10,SUP014,MAT024,868,1862,1616216
PO005703,2025-04-25,SUP003,MAT023,579,362,209598
PO005704,2025-07-06,SUP002,MAT006,306,1622,496332
PO005705,2025-07-14,SUP008,MAT025,392,3193,1251656
PO005706,2024-03-14,SUP006,MAT027,2862,20,57240
PO005707,2025-08-06,SUP018,MAT030,64,1356,86784
PO005708,2024-04-04,SUP010,MAT004,356,1297,461732
PO005709,2025-07-15,SUP017,MAT027,1904,18,34272
PO005710,2025-06-21,SUP016,MAT005,879,2860,2513940
PO005711,2025-10-20,SUP016,MAT022,971,3069,2979999
PO005712,2024-09-02,SUP013,MAT001,896,1077,964992
PO005713,2025-04-28,SUP006,MAT012,113,1935,218655
PO005714,2024-03-07,SUP017,MAT008,466,1361,634226
PO005715,2025-02-06,SUP019,MAT029,55,2292,126060
PO005716,2025-06-26,SUP011,MAT012,127,2033,258191
PO005717,2025-06-28,SUP011,MAT020,741,4429,3281889
PO005718,2024-01-31,SUP002,MAT002,550,1154,634700
PO005719,2025-12-27,SUP001,MAT014,591,3376,1995216
PO005720,2025-01-12,SUP004,MAT023,919,4311,3961809
PO005721,2024-07-02,SUP001,MAT027,8185,6,49110
PO005722,2025-04-09,SUP005,MAT014,360,2290,824400
PO005723,2025-06-20,SUP017,MAT024,658,2922,1922676
PO005724,2024-09-19,SUP009,MAT019,47,1079,50713
PO005725,2024-03-10,SUP010,MAT009,121,1258,152218
PO005726,2025-09-15,SUP011,MAT005,413,1288,531944
PO005727,2024-11-19,SUP015,MAT011,59,991,58469
PO005728,2024-12-07,SUP012,MAT027,2571,12,30852
PO005729,2024-06-25,SUP009,MAT019,76,903,68628
PO005730,2025-04-09,SUP012,MAT020,567,3836,2175012
PO005731,2025-10-29,SUP011,MAT026,524,3069,1608156
PO005732,2025-12-04,SUP006,MAT001,449,871,391079
PO005733,2025-07-23,SUP008,MAT016,9059,7,63413
PO005734,2025-02-24,SUP006,MAT012,148,1196,177008
PO005735,2024-11-21,SUP013,MAT011,217,1144,248248
PO005736,2024-03-31,SUP009,MAT024,201,4624,929424
PO005737,2025-03-29,SUP018,MAT001,632,742,468944
PO005738,2024-03-12,SUP019,MAT023,185,1619,299515
PO005739,2024-10-24,SUP017,MAT008,723,737,532851
PO005740,2024-08-10,SUP004,MAT012,104,2379,247416
PO005741,2024-05-19,SUP011,MAT017,8852,50,442600
PO005742,2024-10-05,SUP007,MAT021,195,2650,516750
PO005743,2025-03-04,SUP010,MAT027,9918,17,168606
PO005744,2025-04-25,SUP009,MAT025,293,2405,704665
PO005745,2025-01-07,SUP009,MAT026,247,1667,411749
PO005746,2024-02-25,SUP010,MAT002,860,784,674240
PO005747,2025-11-16,SUP014,MAT002,321,1164,373644
PO005748,2024-10-31,SUP004,MAT026,802,4331,3473462
PO005749,2025-10-29,SUP013,MAT004,434,4156,1803704
PO005750,2024-02-28,SUP015,MAT016,9018,18,162324
PO005751,2024-09-28,SUP011,MAT003,648,1011,655128
PO005752,2024-02-07,SUP006,MAT009,174,642,111708
PO005753,2024-08-16,SUP009,MAT013,438,2355,1031490
PO005754,2025-07-29,SUP016,MAT009,119,2329,277151
PO005755,2025-08-11,SUP007,MAT022,613,3528,2162664
PO005756,2024-08-20,SUP014,MAT026,527,4441,2340407
PO005757,2025-07-30,SUP006,MAT030,139,1831,254509
PO005758,2024-05-16,SUP012,MAT007,179,612,109548
PO005759,2024-01-05,SUP016,MAT029,160,661,105760
PO005760,2025-08-30,SUP013,MAT014,719,3502,2517938
PO005761,2024-03-16,SUP001,MAT002,936,506,473616
PO005762,2024-05-20,SUP004,MAT028,7027,29,203783
PO005763,2024-01-27,SUP012,MAT006,921,4494,4138974
PO005764,2024-07-18,SUP015,MAT024,598,255,152490
PO005765,2024-11-27,SUP017,MAT019,119,840,99960
PO005766,2025-10-08,SUP013,MAT009,252,2066,520632
PO005767,2024-11-23,SUP003,MAT027,2815,40,112600
PO005768,2024-06-12,SUP008,MAT021,801,1411,1130211
PO005769,2025-02-06,SUP009,MAT006,797,550,438350
PO005770,2025-03-10,SUP002,MAT030,126,2124,267624
PO005771,2025-12-23,SUP016,MAT003,537,510,273870
PO005772,2024-12-21,SUP005,MAT009,297,1721,511137
PO005773,2025-06-28,SUP007,MAT021,328,1765,578920
PO005774,2025-10-04,SUP013,MAT007,929,1266,1176114
PO005775,2025-06-03,SUP013,MAT015,8727,42,366534
PO005776,2024-04-26,SUP011,MAT026,248,547,135656
PO005777,2025-11-05,SUP001,MAT023,923,226,208598
PO005778,2025-12-04,SUP011,MAT022,772,4687,3618364
PO005779,2025-01-17,SUP020,MAT013,445,4129,1837405
PO005780,2024-03-05,SUP008,MAT022,389,3259,1267751
PO005781,2025-12-13,SUP019,MAT018,188,1324,248912
PO005782,2024-10-24,SUP016,MAT009,251,1180,296180
PO005783,2024-09-01,SUP019,MAT008,703,3360,2362080
PO005784,2024-10-20,SUP019,MAT008,328,3372,1106016
PO005785,2025-12-27,SUP017,MAT027,9695,26,252070
PO005786,2025-07-08,SUP009,MAT007,382,4187,1599434
PO005787,2025-06-08,SUP011,MAT009,138,1397,192786
PO005788,2025-06-21,SUP009,MAT005,407,516,210012
PO005789,2025-02-10,SUP009,MAT006,610,3835,2339350
PO005790,2024-07-13,SUP015,MAT023,231,1504,347424
PO005791,2025-06-13,SUP016,MAT007,371,2392,887432
PO005792,2024-03-22,SUP016,MAT004,223,3291,733893
PO005793,2025-11-30,SUP020,MAT005,100,2600,260000
PO005794,2024-07-25,SUP007,MAT009,116,981,113796
PO005795,2024-05-25,SUP013,MAT026,251,3981,999231
PO005796,2025-03-21,SUP002,MAT002,918,1108,1017144
PO005797,2025-04-03,SUP011,MAT009,70,2236,156520
PO005798,2025-08-30,SUP002,MAT009,112,2408,269696
PO005799,2024-05-12,SUP008,MAT017,1755,14,24570
PO005800,2025-04-03,SUP007,MAT001,491,357,175287
PO005801,2025-12-20,SUP018,MAT014,280,3794,1062320
PO005802,2024-10-04,SUP011,MAT027,5844,35,204540
PO005803,2024-08-12,SUP016,MAT006,887,1229,1090123
PO005804,2025-09-25,SUP006,MAT002,632,608,384256
PO005805,2025-09-03,SUP005,MAT001,261,524,136764
PO005806,2025-04-29,SUP009,MAT026,171,1765,301815
PO005807,2025-02-26,SUP013,MAT022,798,435,347130
PO005808,2024-02-24,SUP014,MAT016,3937,44,173228
PO005809,2025-08-04,SUP018,MAT003,552,769,424488
PO005810,2024-09-20,SUP018,MAT020,816,4836,3946176
PO005811,2024-06-12,SUP016,MAT004,991,3565,3532915
PO005812,2025-01-07,SUP019,MAT022,403,694,279682
PO005813,2025-05-30,SUP020,MAT014,707,1500,1060500
PO005814,2025-11-15,SUP001,MAT006,114,991,112974
PO005815,2024-04-03,SUP012,MAT015,4723,16,75568
PO005816,2024-06-18,SUP020,MAT012,140,1668,233520
PO005817,2025-04-05,SUP014,MAT005,877,4667,4092959
PO005818,2025-08-11,SUP009,MAT011,103,1041,107223
PO005819,2025-06-16,SUP002,MAT022,997,813,810561
PO005820,2024-02-06,SUP015,MAT027,5236,45,235620
PO005821,2024-08-19,SUP001,MAT028,9278,9,83502
PO005822,2024-09-15,SUP011,MAT026,192,4780,917760
PO005823,2024-12-22,SUP005,MAT016,5610,40,224400
PO005824,2025-05-25,SUP006,MAT020,485,3089,1498165
PO005825,2024-01-01,SUP005,MAT021,569,2612,1486228
PO005826,2024-04-01,SUP018,MAT024,265,3440,911600
PO005827,2025-02-03,SUP001,MAT014,929,988,917852
PO005828,2025-03-27,SUP007,MAT024,866,4700,4070200
PO005829,2024-03-02,SUP018,MAT024,135,3380,456300
PO005830,2025-08-06,SUP010,MAT009,113,1638,185094
PO005831,2025-04-21,SUP008,MAT029,87,1221,106227
PO005832,2024-02-18,SUP008,MAT022,872,1468,1280096
PO005833,2025-11-11,SUP019,MAT010,240,1469,352560
PO005834,2024-11-17,SUP006,MAT004,883,1893,1671519
PO005835,2025-02-20,SUP008,MAT017,1168,15,17520
PO005836,2024-06-02,SUP020,MAT024,397,2785,1105645
PO005837,2024-01-11,SUP004,MAT017,2929,42,123018
PO005838,2024-05-12,SUP011,MAT023,314,389,122146
PO005839,2024-02-02,SUP020,MAT027,9465,15,141975
PO005840,2025-06-05,SUP007,MAT012,50,1603,80150
PO005841,2025-12-12,SUP014,MAT026,109,4743,516987
PO005842,2024-04-01,SUP018,MAT021,919,2523,2318637
PO005843,2025-08-29,SUP002,MAT004,503,2902,1459706
PO005844,2025-07-09,SUP008,MAT026,526,972,511272
PO005845,2025-06-27,SUP013,MAT021,534,306,163404
PO005846,2024-08-23,SUP003,MAT016,7766,13,100958
PO005847,2024-01-22,SUP020,MAT007,725,841,609725
PO005848,2024-08-08,SUP006,MAT005,150,2451,367650
PO005849,2025-10-19,SUP007,MAT007,938,1352,1268176
PO005850,2024-10-07,SUP013,MAT005,508,4697,2386076
PO005851,2025-08-25,SUP005,MAT012,234,954,223236
PO005852,2025-11-28,SUP007,MAT006,179,1189,212831
PO005853,2024-01-21,SUP016,MAT003,332,1180,391760
PO005854,2024-01-14,SUP020,MAT006,553,4029,2228037
PO005855,2024-05-03,SUP003,MAT028,7940,22,174680
PO005856,2025-09-12,SUP001,MAT025,157,1746,274122
PO005857,2025-11-30,SUP004,MAT016,9203,25,230075
PO005858,2025-07-04,SUP010,MAT029,165,1938,319770
PO005859,2025-11-09,SUP020,MAT009,266,837,222642
PO005860,2025-12-28,SUP012,MAT025,309,2596,802164
PO005861,2025-03-09,SUP020,MAT020,124,4600,570400
PO005862,2024-12-30,SUP019,MAT028,1035,29,30015
PO005863,2025-03-22,SUP015,MAT017,2369,10,23690
PO005864,2024-08-03,SUP008,MAT010,210,1484,311640
PO005865,2024-10-20,SUP019,MAT014,719,3596,2585524
PO005866,2025-07-18,SUP012,MAT006,426,4161,1772586
PO005867,2024-05-13,SUP016,MAT023,594,3173,1884762
PO005868,2024-03-05,SUP015,MAT028,6524,33,215292
PO005869,2024-10-05,SUP017,MAT023,990,3872,3833280
PO005870,2024-09-17,SUP005,MAT003,559,687,384033
PO005871,2025-06-15,SUP018,MAT009,141,775,109275
PO005872,2025-01-23,SUP008,MAT020,192,1850,355200
PO005873,2024-05-02,SUP009,MAT019,48,2554,122592
PO005874,2024-01-04,SUP015,MAT007,112,3309,370608
PO005875,2025-08-13,SUP010,MAT017,6802,36,244872
PO005876,2025-09-09,SUP018,MAT010,95,1020,96900
PO005877,2024-06-04,SUP010,MAT026,984,2290,2253360
PO005878,2025-05-01,SUP006,MAT008,936,4131,3866616
PO005879,2024-03-17,SUP018,MAT003,619,567,350973
PO005880,2025-10-03,SUP014,MAT001,316,1019,322004
PO005881,2024-03-03,SUP013,MAT017,9130,17,155210
PO005882,2024-01-03,SUP007,MAT015,7390,10,73900
PO005883,2025-01-18,SUP014,MAT020,910,3421,3113110
PO005884,2024-11-17,SUP018,MAT026,378,1272,480816
PO005885,2024-07-14,SUP005,MAT018,102,736,75072
PO005886,2025-02-06,SUP010,MAT025,554,3916,2169464
PO005887,2024-09-14,SUP012,MAT021,184,4332,797088
PO005888,2024-04-02,SUP007,MAT023,252,668,168336
PO005889,2024-01-21,SUP007,MAT015,1100,22,24200
PO005890,2024-11-14,SUP003,MAT024,632,3839,2426248
PO005891,2025-07-31,SUP012,MAT024,166,3631,602746
PO005892,2024-09-05,SUP020,MAT026,285,2606,742710
PO005893,2024-01-21,SUP014,MAT019,46,949,43654
PO005894,2024-07-23,SUP016,MAT019,164,2019,331116
PO005895,2024-02-28,SUP003,MAT013,184,4876,897184
PO005896,2025-01-27,SUP019,MAT009,281,574,161294
PO005897,2024-05-11,SUP001,MAT015,8560,36,308160
PO005898,2024-07-17,SUP012,MAT014,827,3679,3042533
PO005899,2024-11-27,SUP019,MAT010,226,2347,530422
PO005900,2024-10-18,SUP003,MAT005,892,2913,2598396
PO005901,2025-07-27,SUP017,MAT010,156,1440,224640
PO005902,2024-09-10,SUP009,MAT029,236,2466,581976
PO005903,2024-08-11,SUP007,MAT025,150,1925,288750
PO005904,2025-11-13,SUP004,MAT017,9103,32,291296
PO005905,2025-12-06,SUP007,MAT019,184,923,169832
PO005906,2025-07-13,SUP005,MAT014,399,1399,558201
PO005907,2024-10-03,SUP005,MAT006,915,3141,2874015
