Delivery_ID,PO_ID,Promised_Date,Delivery_Date,Delay_Days
DEL005103,PO005103,2024-09-01,2024-08-31,-1
DEL005104,PO005104,2024-08-01,2024-08-05,4
DEL005105,PO005105,2024-05-27,2024-05-29,2
DEL005106,PO005106,2024-02-10,2024-02-09,-1
DEL005107,PO005107,2025-06-16,2025-06-14,-2
DEL005108,PO005108,2024-08-26,2024-08-26,0
DEL005109,PO005109,2024-09-13,2024-09-13,0
DEL005110,PO005110,2025-05-10,2025-05-09,-1
DEL005111,PO005111,2024-08-29,2024-09-03,5
DEL005112,PO005112,2024-03-02,2024-03-06,4
DEL005113,PO005113,2025-02-14,2025-02-17,3
DEL005114,PO005114,2025-11-15,2025-11-14,-1
DEL005115,PO005115,2025-12-19,2025-12-19,0
DEL005116,PO005116,2024-05-09,2024-05-07,-2
DEL005117,PO005117,2025-06-25,2025-06-23,-2
DEL005118,PO005118,2024-12-06,2024-12-08,2
DEL005119,PO005119,2024-02-15,2024-02-16,1
DEL005120,PO005120,2024-07-15,2024-07-20,5
DEL005121,PO005121,2025-05-13,2025-05-15,2
DEL005122,PO005122,2025-03-30,2025-03-30,0
DEL005123,PO005123,2025-05-15,2025-05-16,1
DEL005124,PO005124,2024-08-26,2024-08-27,1
DEL005125,PO005125,2025-10-24,2025-10-25,1
DEL005126,PO005126,2025-09-07,2025-09-10,3
DEL005127,PO005127,2024-07-04,2024-07-08,4
DEL005128,PO005128,2026-01-04,2026-01-02,-2
DEL005129,PO005129,2024-08-17,2024-08-22,5
DEL005130,PO005130,2024-11-18,2024-11-16,-2
DEL005131,PO005131,2025-05-05,2025-05-04,-1
DEL005132,PO005132,2025-04-09,2025-04-11,2
DEL005133,PO005133,2024-02-23,2024-02-22,-1
DEL005134,PO005134,2025-03-04,2025-03-04,0
DEL005135,PO005135,2025-08-31,2025-09-05,5
DEL005136,PO005136,2024-02-16,2024-02-19,3
DEL005137,PO005137,2025-12-16,2025-12-14,-2
DEL005138,PO005138,2024-01-30,2024-01-28,-2
DEL005139,PO005139,2025-10-13,2025-10-14,1
DEL005140,PO005140,2025-01-01,2025-01-03,2
DEL005141,PO005141,2025-07-25,2025-07-23,-2
DEL005142,PO005142,2025-02-06,2025-02-07,1
DEL005143,PO005143,2024-01-29,2024-01-30,1
DEL005144,PO005144,2025-02-06,2025-02-11,5
DEL005145,PO005145,2025-12-02,2025-11-30,-2
DEL005146,PO005146,2025-05-29,2025-05-29,0
DEL005147,PO005147,2025-08-05,2025-08-06,1
DEL005148,PO005148,2024-12-03,2024-12-05,2
DEL005149,PO005149,2025-06-19,2025-06-19,0
DEL005150,PO005150,2024-01-15,2024-01-18,3
DEL005151,PO005151,2025-08-22,2025-08-24,2
DEL005152,PO005152,2025-06-10,2025-06-15,5
DEL005153,PO005153,2024-02-29,2024-03-05,5
DEL005154,PO005154,2025-10-31,2025-10-30,-1
DEL005155,PO005155,2024-06-03,2024-06-03,0
DEL005156,PO005156,2025-02-13,2025-02-16,3
DEL005157,PO005157,2025-06-20,2025-06-19,-1
DEL005158,PO005158,2025-08-29,2025-08-30,1
DEL005159,PO005159,2025-02-25,2025-02-23,-2
DEL005160,PO005160,2025-01-12,2025-01-14,2
DEL005161,PO005161,2025-10-21,2025-10-23,2
DEL005162,PO005162,2025-09-11,2025-09-11,0
DEL005163,PO005163,2024-09-06,2024-09-05,-1
DEL005164,PO005164,2024-03-04,2024-03-06,2
DEL005165,PO005165,2025-02-25,2025-03-02,5
DEL005166,PO005166,2024-11-06,2024-11-11,5
DEL005167,PO005167,2026-01-10,2026-01-10,0
DEL005168,PO005168,2025-09-06,2025-09-10,4
DEL005169,PO005169,2024-03-23,2024-03-21,-2
DEL005170,PO005170,2025-11-02,2025-11-06,4
DEL005171,PO005171,2024-09-04,2024-09-09,5
DEL005172,PO005172,2025-02-02,2025-02-02,0
DEL005173,PO005173,2025-12-07,2025-12-05,-2
DEL005174,PO005174,2026-01-04,2026-01-07,3
DEL005175,PO005175,2024-04-09,2024-04-10,1
DEL005176,PO005176,2025-03-31,2025-03-31,0
DEL005177,PO005177,2024-07-03,2024-07-01,-2
DEL005178,PO005178,2025-04-07,2025-04-08,1
DEL005179,PO005179,2024-08-10,2024-08-09,-1
DEL005180,PO005180,2024-08-31,2024-09-05,5
DEL005181,PO005181,2024-10-17,2024-10-22,5
DEL005182,PO005182,2025-11-28,2025-11-29,1
DEL005183,PO005183,2024-04-22,2024-04-26,4
DEL005184,PO005184,2025-07-07,2025-07-07,0
DEL005185,PO005185,2025-12-20,2025-12-22,2
DEL005186,PO005186,2024-11-26,2024-11-28,2
DEL005187,PO005187,2025-05-13,2025-05-15,2
DEL005188,PO005188,2024-03-01,2024-03-03,2
DEL005189,PO005189,2025-01-13,2025-01-14,1
DEL005190,PO005190,2025-03-09,2025-03-10,1
DEL005191,PO005191,2024-03-15,2024-03-20,5
DEL005192,PO005192,2024-07-20,2024-07-20,0
DEL005193,PO005193,2024-03-24,2024-03-26,2
DEL005194,PO005194,2024-07-30,2024-07-28,-2
DEL005195,PO005195,2024-06-23,2024-06-27,4
DEL005196,PO005196,2024-09-24,2024-09-24,0
DEL005197,PO005197,2025-08-11,2025-08-11,0
DEL005198,PO005198,2024-06-20,2024-06-23,3
DEL005199,PO005199,2024-08-07,2024-08-09,2
DEL005200,PO005200,2025-03-29,2025-03-29,0
DEL005201,PO005201,2025-06-12,2025-06-13,1
DEL005202,PO005202,2025-05-23,2025-05-21,-2
DEL005203,PO005203,2024-04-11,2024-04-16,5
DEL005204,PO005204,2024-03-04,2024-03-08,4
DEL005205,PO005205,2025-07-10,2025-07-14,4
DEL005206,PO005206,2025-04-11,2025-04-10,-1
DEL005207,PO005207,2025-11-15,2025-11-16,1
DEL005208,PO005208,2024-06-01,2024-05-30,-2
DEL005209,PO005209,2024-11-03,2024-11-08,5
DEL005210,PO005210,2024-01-25,2024-01-24,-1
DEL005211,PO005211,2024-12-24,2024-12-27,3
DEL005212,PO005212,2024-05-04,2024-05-05,1
DEL005213,PO005213,2025-03-09,2025-03-11,2
DEL005214,PO005214,2025-12-24,2025-12-28,4
DEL005215,PO005215,2024-03-15,2024-03-13,-2
DEL005216,PO005216,2025-04-28,2025-04-29,1
DEL005217,PO005217,2025-09-23,2025-09-21,-2
DEL005218,PO005218,2024-07-02,2024-07-07,5
DEL005219,PO005219,2025-11-02,2025-11-06,4
DEL005220,PO005220,2025-04-27,2025-04-30,3
DEL005221,PO005221,2024-04-14,2024-04-19,5
DEL005222,PO005222,2024-08-21,2024-08-23,2
DEL005223,PO005223,2024-10-15,2024-10-16,1
DEL005224,PO005224,2025-10-28,2025-10-29,1
DEL005225,PO005225,2024-03-30,2024-04-02,3
DEL005226,PO005226,2025-02-11,2025-02-13,2
DEL005227,PO005227,2025-06-30,2025-07-02,2
DEL005228,PO005228,2025-07-05,2025-07-08,3
DEL005229,PO005229,2024-08-11,2024-08-14,3
DEL005230,PO005230,2024-03-25,2024-03-28,3
DEL005231,PO005231,2024-11-13,2024-11-18,5
DEL005232,PO005232,2025-10-01,2025-10-02,1
DEL005233,PO005233,2024-03-13,2024-03-13,0
DEL005234,PO005234,2024-07-27,2024-07-25,-2
DEL005235,PO005235,2024-08-25,2024-08-28,3
DEL005236,PO005236,2025-01-15,2025-01-16,1
DEL005237,PO005237,2025-10-13,2025-10-13,0
DEL005238,PO005238,2024-11-06,2024-11-11,5
DEL005239,PO005239,2025-10-10,2025-10-12,2
DEL005240,PO005240,2024-02-18,2024-02-20,2
DEL005241,PO005241,2024-09-16,2024-09-19,3
DEL005242,PO005242,2025-04-14,2025-04-14,0
DEL005243,PO005243,2025-09-13,2025-09-15,2
DEL005244,PO005244,2024-07-26,2024-07-27,1
DEL005245,PO005245,2024-01-24,2024-01-28,4
DEL005246,PO005246,2025-03-11,2025-03-14,3
DEL005247,PO005247,2025-03-07,2025-03-07,0
DEL005248,PO005248,2024-10-14,2024-10-15,1
DEL005249,PO005249,2024-04-16,2024-04-14,-2
DEL005250,PO005250,2024-07-08,2024-07-11,3
DEL005251,PO005251,2024-07-25,2024-07-23,-2
DEL005252,PO005252,2024-04-14,2024-04-14,0
DEL005253,PO005253,2025-10-10,2025-10-13,3
DEL005254,PO005254,2024-02-04,2024-02-04,0
DEL005255,PO005255,2025-06-23,2025-06-23,0
DEL005256,PO005256,2025-09-16,2025-09-14,-2
DEL005257,PO005257,2025-09-10,2025-09-08,-2
DEL005258,PO005258,2025-07-06,2025-07-11,5
DEL005259,PO005259,2024-03-30,2024-04-03,4
DEL005260,PO005260,2024-10-14,2024-10-17,3
DEL005261,PO005261,2024-04-12,2024-04-16,4
DEL005262,PO005262,2024-12-20,2024-12-19,-1
DEL005263,PO005263,2024-10-27,2024-10-25,-2
DEL005264,PO005264,2025-12-12,2025-12-13,1
DEL005265,PO005265,2025-10-23,2025-10-28,5
DEL005266,PO005266,2024-09-20,2024-09-23,3
DEL005267,PO005267,2025-06-18,2025-06-21,3
DEL005268,PO005268,2024-01-28,2024-01-29,1
DEL005269,PO005269,2025-11-24,2025-11-25,1
DEL005270,PO005270,2025-12-07,2025-12-05,-2
DEL005271,PO005271,2024-01-21,2024-01-26,5
DEL005272,PO005272,2025-09-12,2025-09-14,2
DEL005273,PO005273,2025-12-16,2025-12-14,-2
DEL005274,PO005274,2025-11-17,2025-11-19,2
DEL005275,PO005275,2025-08-23,2025-08-21,-2
DEL005276,PO005276,2025-02-15,2025-02-15,0
DEL005277,PO005277,2024-10-22,2024-10-20,-2
DEL005278,PO005278,2024-02-26,2024-02-26,0
DEL005279,PO005279,2024-04-19,2024-04-17,-2
DEL005280,PO005280,2025-12-12,2025-12-14,2
DEL005281,PO005281,2024-01-22,2024-01-27,5
DEL005282,PO005282,2025-12-31,2026-01-05,5
DEL005283,PO005283,2025-03-04,2025-03-07,3
DEL005284,PO005284,2024-01-23,2024-01-23,0
DEL005285,PO005285,2024-10-26,2024-10-24,-2
DEL005286,PO005286,2024-11-15,2024-11-15,0
DEL005287,PO005287,2024-11-24,2024-11-26,2
DEL005288,PO005288,2025-01-28,2025-01-31,3
DEL005289,PO005289,2024-05-09,2024-05-12,3
DEL005290,PO005290,2024-12-12,2024-12-15,3
DEL005291,PO005291,2025-06-08,2025-06-06,-2
DEL005292,PO005292,2025-04-21,2025-04-19,-2
DEL005293,PO005293,2024-12-14,2024-12-12,-2
DEL005294,PO005294,2025-02-12,2025-02-14,2
DEL005295,PO005295,2024-08-17,2024-08-15,-2
DEL005296,PO005296,2024-04-07,2024-04-12,5
DEL005297,PO005297,2024-11-12,2024-11-16,4
DEL005298,PO005298,2025-08-07,2025-08-08,1
DEL005299,PO005299,2024-10-08,2024-10-10,2
DEL005300,PO005300,2024-08-10,2024-08-10,0
DEL005301,PO005301,2025-03-03,2025-03-04,1
DEL005302,PO005302,2025-04-26,2025-04-25,-1
DEL005303,PO005303,2025-04-07,2025-04-12,5
DEL005304,PO005304,2025-09-30,2025-09-29,-1
DEL005305,PO005305,2024-12-03,2024-12-04,1
DEL005306,PO005306,2024-04-04,2024-04-05,1
DEL005307,PO005307,2024-12-24,2024-12-26,2
DEL005308,PO005308,2025-05-02,2025-05-06,4
DEL005309,PO005309,2024-08-20,2024-08-22,2
DEL005310,PO005310,2025-07-30,2025-08-03,4
DEL005311,PO005311,2025-12-29,2025-12-31,2
DEL005312,PO005312,2025-12-02,2025-11-30,-2
DEL005313,PO005313,2024-03-29,2024-03-27,-2
DEL005314,PO005314,2025-09-08,2025-09-07,-1
DEL005315,PO005315,2025-07-07,2025-07-06,-1
DEL005316,PO005316,2024-09-21,2024-09-26,5
DEL005317,PO005317,2024-10-21,2024-10-22,1
DEL005318,PO005318,2025-10-17,2025-10-16,-1
DEL005319,PO005319,2024-08-17,2024-08-15,-2
DEL005320,PO005320,2025-12-31,2026-01-05,5
DEL005321,PO005321,2024-11-12,2024-11-16,4
DEL005322,PO005322,2025-12-31,2026-01-01,1
DEL005323,PO005323,2025-11-01,2025-10-31,-1
DEL005324,PO005324,2024-08-03,2024-08-04,1
DEL005325,PO005325,2024-05-24,2024-05-25,1
DEL005326,PO005326,2024-06-15,2024-06-19,4
DEL005327,PO005327,2024-07-28,2024-08-02,5
DEL005328,PO005328,2024-02-03,2024-02-06,3
DEL005329,PO005329,2025-03-18,2025-03-22,4
DEL005330,PO005330,2025-05-03,2025-05-02,-1
DEL005331,PO005331,2025-07-18,2025-07-16,-2
DEL005332,PO005332,2024-07-31,2024-07-30,-1
DEL005333,PO005333,2024-12-16,2024-12-14,-2
DEL005334,PO005334,2024-07-11,2024-07-10,-1
DEL005335,PO005335,2025-09-03,2025-09-05,2
DEL005336,PO005336,2025-09-01,2025-09-06,5
DEL005337,PO005337,2025-08-22,2025-08-27,5
DEL005338,PO005338,2024-10-27,2024-10-29,2
DEL005339,PO005339,2025-05-12,2025-05-10,-2
DEL005340,PO005340,2024-03-05,2024-03-06,1
DEL005341,PO005341,2024-10-19,2024-10-24,5
DEL005342,PO005342,2025-01-31,2025-02-01,1
DEL005343,PO005343,2024-11-29,2024-11-29,0
DEL005344,PO005344,2024-02-05,2024-02-03,-2
DEL005345,PO005345,2024-05-09,2024-05-08,-1
DEL005346,PO005346,2025-07-06,2025-07-08,2
DEL005347,PO005347,2025-04-27,2025-05-01,4
DEL005348,PO005348,2024-02-09,2024-02-07,-2
DEL005349,PO005349,2025-03-16,2025-03-18,2
DEL005350,PO005350,2025-12-08,2025-12-12,4
DEL005351,PO005351,2025-02-24,2025-02-23,-1
DEL005352,PO005352,2024-12-31,2024-12-30,-1
DEL005353,PO005353,2024-06-01,2024-06-01,0
DEL005354,PO005354,2025-03-14,2025-03-14,0
DEL005355,PO005355,2025-03-26,2025-03-27,1
DEL005356,PO005356,2024-01-20,2024-01-22,2
DEL005357,PO005357,2025-10-26,2025-10-29,3
DEL005358,PO005358,2024-05-21,2024-05-25,4
DEL005359,PO005359,2025-09-14,2025-09-17,3
DEL005360,PO005360,2025-04-20,2025-04-24,4
DEL005361,PO005361,2025-10-01,2025-10-05,4
DEL005362,PO005362,2024-07-08,2024-07-06,-2
DEL005363,PO005363,2025-03-12,2025-03-11,-1
DEL005364,PO005364,2025-02-19,2025-02-24,5
DEL005365,PO005365,2024-05-16,2024-05-15,-1
DEL005366,PO005366,2025-10-15,2025-10-14,-1
DEL005367,PO005367,2024-01-24,2024-01-29,5
DEL005368,PO005368,2024-02-15,2024-02-14,-1
DEL005369,PO005369,2025-08-06,2025-08-05,-1
DEL005370,PO005370,2025-05-12,2025-05-13,1
DEL005371,PO005371,2024-12-16,2024-12-16,0
DEL005372,PO005372,2025-02-06,2025-02-07,1
DEL005373,PO005373,2024-11-15,2024-11-14,-1
DEL005374,PO005374,2025-11-24,2025-11-24,0
DEL005375,PO005375,2024-12-29,2024-12-30,1
DEL005376,PO005376,2025-07-15,2025-07-20,5
DEL005377,PO005377,2025-09-05,2025-09-04,-1
DEL005378,PO005378,2024-09-07,2024-09-11,4
DEL005379,PO005379,2025-07-30,2025-07-29,-1
DEL005380,PO005380,2025-03-10,2025-03-12,2
DEL005381,PO005381,2025-02-12,2025-02-17,5
DEL005382,PO005382,2025-01-15,2025-01-16,1
DEL005383,PO005383,2024-06-28,2024-07-02,4
DEL005384,PO005384,2025-03-31,2025-04-04,4
DEL005385,PO005385,2025-10-25,2025-10-26,1
DEL005386,PO005386,2025-05-26,2025-05-30,4
DEL005387,PO005387,2024-04-19,2024-04-23,4
DEL005388,PO005388,2024-04-03,2024-04-02,-1
DEL005389,PO005389,2025-01-10,2025-01-13,3
DEL005390,PO005390,2025-08-05,2025-08-09,4
DEL005391,PO005391,2025-12-18,2025-12-21,3
DEL005392,PO005392,2024-09-19,2024-09-19,0
DEL005393,PO005393,2025-06-16,2025-06-19,3
DEL005394,PO005394,2024-09-30,2024-10-01,1
DEL005395,PO005395,2024-07-24,2024-07-28,4
DEL005396,PO005396,2024-02-24,2024-02-22,-2
DEL005397,PO005397,2026-01-05,2026-01-03,-2
DEL005398,PO005398,2024-11-28,2024-12-01,3
DEL005399,PO005399,2024-05-23,2024-05-26,3
DEL005400,PO005400,2024-04-11,2024-04-13,2
DEL005401,PO005401,2024-05-30,2024-05-30,0
DEL005402,PO005402,2024-07-19,2024-07-19,0
DEL005403,PO005403,2025-04-09,2025-04-11,2
DEL005404,PO005404,2026-01-17,2026-01-19,2
DEL005405,PO005405,2024-08-10,2024-08-12,2
DEL005406,PO005406,2025-09-25,2025-09-28,3
DEL005407,PO005407,2024-03-28,2024-03-31,3
DEL005408,PO005408,2024-05-23,2024-05-21,-2
DEL005409,PO005409,2024-09-08,2024-09-11,3
DEL005410,PO005410,2025-01-09,2025-01-12,3
DEL005411,PO005411,2024-12-14,2024-12-13,-1
DEL005412,PO005412,2024-11-16,2024-11-19,3
DEL005413,PO005413,2025-04-20,2025-04-25,5
DEL005414,PO005414,2025-06-02,2025-06-03,1
DEL005415,PO005415,2025-01-26,2025-01-30,4
DEL005416,PO005416,2025-02-18,2025-02-19,1
DEL005417,PO005417,2025-10-09,2025-10-10,1
DEL005418,PO005418,2024-08-03,2024-08-01,-2
DEL005419,PO005419,2024-12-09,2024-12-09,0
DEL005420,PO005420,2025-03-06,2025-03-07,1
DEL005421,PO005421,2025-07-08,2025-07-11,3
DEL005422,PO005422,2024-06-01,2024-06-05,4
DEL005423,PO005423,2025-08-17,2025-08-22,5
DEL005424,PO005424,2025-06-12,2025-06-17,5
DEL005425,PO005425,2025-09-02,2025-09-03,1
DEL005426,PO005426,2024-08-12,2024-08-11,-1
DEL005427,PO005427,2024-10-03,2024-10-01,-2
DEL005428,PO005428,2025-12-14,2025-12-13,-1
DEL005429,PO005429,2024-08-24,2024-08-28,4
DEL005430,PO005430,2026-01-02,2026-01-06,4
DEL005431,PO005431,2024-04-28,2024-04-27,-1
DEL005432,PO005432,2024-05-05,2024-05-09,4
DEL005433,PO005433,2025-04-07,2025-04-07,0
DEL005434,PO005434,2025-03-16,2025-03-21,5
DEL005435,PO005435,2025-04-02,2025-03-31,-2
DEL005436,PO005436,2024-12-31,2025-01-04,4
DEL005437,PO005437,2025-04-25,2025-04-23,-2
DEL005438,PO005438,2024-11-19,2024-11-22,3
DEL005439,PO005439,2025-06-27,2025-06-25,-2
DEL005440,PO005440,2025-11-15,2025-11-17,2
DEL005441,PO005441,2025-09-15,2025-09-15,0
DEL005442,PO005442,2025-09-11,2025-09-13,2
DEL005443,PO005443,2024-06-06,2024-06-07,1
DEL005444,PO005444,2025-05-17,2025-05-21,4
DEL005445,PO005445,2025-09-10,2025-09-15,5
DEL005446,PO005446,2026-01-06,2026-01-11,5
DEL005447,PO005447,2024-02-26,2024-03-01,4
DEL005448,PO005448,2024-07-18,2024-07-18,0
DEL005449,PO005449,2024-10-07,2024-10-11,4
DEL005450,PO005450,2024-04-10,2024-04-14,4
DEL005451,PO005451,2024-08-18,2024-08-16,-2
DEL005452,PO005452,2026-01-06,2026-01-11,5
DEL005453,PO005453,2024-04-29,2024-05-04,5
DEL005454,PO005454,2025-08-15,2025-08-17,2
DEL005455,PO005455,2025-03-13,2025-03-14,1
DEL005456,PO005456,2024-04-17,2024-04-20,3
DEL005457,PO005457,2025-04-03,2025-04-03,0
DEL005458,PO005458,2025-04-14,2025-04-12,-2
DEL005459,PO005459,2025-01-28,2025-02-02,5
DEL005460,PO005460,2025-06-19,2025-06-22,3
DEL005461,PO005461,2024-12-26,2024-12-29,3
DEL005462,PO005462,2024-08-29,2024-08-31,2
DEL005463,PO005463,2025-04-29,2025-04-27,-2
DEL005464,PO005464,2025-10-21,2025-10-25,4
DEL005465,PO005465,2024-08-07,2024-08-09,2
DEL005466,PO005466,2025-08-28,2025-08-31,3
DEL005467,PO005467,2025-10-24,2025-10-23,-1
DEL005468,PO005468,2025-10-16,2025-10-21,5
DEL005469,PO005469,2025-08-08,2025-08-07,-1
DEL005470,PO005470,2025-04-12,2025-04-11,-1
DEL005471,PO005471,2025-06-11,2025-06-15,4
DEL005472,PO005472,2025-02-08,2025-02-13,5
DEL005473,PO005473,2024-05-31,2024-05-31,0
DEL005474,PO005474,2024-11-22,2024-11-20,-2
DEL005475,PO005475,2025-09-11,2025-09-12,1
DEL005476,PO005476,2024-01-30,2024-02-01,2
DEL005477,PO005477,2024-10-29,2024-11-03,5
DEL005478,PO005478,2024-09-26,2024-09-28,2
DEL005479,PO005479,2025-03-14,2025-03-19,5
DEL005480,PO005480,2025-02-12,2025-02-11,-1
DEL005481,PO005481,2024-07-13,2024-07-18,5
DEL005482,PO005482,2024-03-07,2024-03-08,1
DEL005483,PO005483,2024-06-10,2024-06-13,3
DEL005484,PO005484,2024-06-12,2024-06-13,1
DEL005485,PO005485,2024-07-12,2024-07-13,1
DEL005486,PO005486,2025-03-12,2025-03-16,4
DEL005487,PO005487,2025-02-02,2025-02-05,3
DEL005488,PO005488,2024-06-19,2024-06-21,2
DEL005489,PO005489,2024-07-26,2024-07-27,1
DEL005490,PO005490,2025-01-17,2025-01-15,-2
DEL005491,PO005491,2024-11-22,2024-11-25,3
DEL005492,PO005492,2025-12-25,2025-12-24,-1
DEL005493,PO005493,2025-12-13,2025-12-12,-1
DEL005494,PO005494,2024-01-26,2024-01-25,-1
DEL005495,PO005495,2025-07-15,2025-07-15,0
DEL005496,PO005496,2024-01-30,2024-02-03,4
DEL005497,PO005497,2025-11-02,2025-11-04,2
DEL005498,PO005498,2025-10-05,2025-10-07,2
DEL005499,PO005499,2025-11-22,2025-11-21,-1
DEL005500,PO005500,2024-04-08,2024-04-10,2
DEL005501,PO005501,2024-07-17,2024-07-19,2
DEL005502,PO005502,2025-07-03,2025-07-08,5
DEL005503,PO005503,2024-07-21,2024-07-23,2
DEL005504,PO005504,2025-11-03,2025-11-06,3
DEL005505,PO005505,2025-01-01,2025-01-02,1
DEL005506,PO005506,2024-12-26,2024-12-25,-1
DEL005507,PO005507,2024-10-02,2024-10-04,2
DEL005508,PO005508,2024-06-02,2024-05-31,-2
DEL005509,PO005509,2024-12-21,2024-12-20,-1
DEL005510,PO005510,2024-12-19,2024-12-22,3
DEL005511,PO005511,2025-04-11,2025-04-09,-2
DEL005512,PO005512,2024-12-14,2024-12-15,1
DEL005513,PO005513,2025-05-11,2025-05-09,-2
DEL005514,PO005514,2025-05-18,2025-05-18,0
DEL005515,PO005515,2024-07-04,2024-07-06,2
DEL005516,PO005516,2024-09-26,2024-09-26,0
DEL005517,PO005517,2025-06-12,2025-06-15,3
DEL005518,PO005518,2024-03-29,2024-03-30,1
DEL005519,PO005519,2025-12-18,2025-12-18,0
DEL005520,PO005520,2025-03-07,2025-03-07,0
DEL005521,PO005521,2025-12-09,2025-12-12,3
DEL005522,PO005522,2026-01-09,2026-01-13,4
DEL005523,PO005523,2025-02-21,2025-02-21,0
DEL005524,PO005524,2025-04-16,2025-04-21,5
DEL005525,PO005525,2025-09-11,2025-09-16,5
DEL005526,PO005526,2025-06-08,2025-06-09,1
DEL005527,PO005527,2024-08-04,2024-08-08,4
DEL005528,PO005528,2025-02-26,2025-02-26,0
DEL005529,PO005529,2025-08-01,2025-08-01,0
DEL005530,PO005530,2024-10-26,2024-10-27,1
DEL005531,PO005531,2024-03-14,2024-03-14,0
DEL005532,PO005532,2024-12-20,2024-12-25,5
DEL005533,PO005533,2025-09-11,2025-09-16,5
DEL005534,PO005534,2025-09-23,2025-09-28,5
DEL005535,PO005535,2025-07-28,2025-07-30,2
DEL005536,PO005536,2024-04-05,2024-04-06,1
DEL005537,PO005537,2025-08-04,2025-08-07,3
DEL005538,PO005538,2025-03-16,2025-03-14,-2
DEL005539,PO005539,2025-08-03,2025-08-08,5
DEL005540,PO005540,2025-05-01,2025-05-06,5
DEL005541,PO005541,2024-08-21,2024-08-21,0
DEL005542,PO005542,2025-02-13,2025-02-15,2
DEL005543,PO005543,2025-01-23,2025-01-25,2
DEL005544,PO005544,2026-01-03,2026-01-05,2
DEL005545,PO005545,2025-06-04,2025-06-05,1
DEL005546,PO005546,2025-10-02,2025-10-05,3
DEL005547,PO005547,2025-11-23,2025-11-26,3
DEL005548,PO005548,2025-04-19,2025-04-19,0
DEL005549,PO005549,2025-10-19,2025-10-19,0
DEL005550,PO005550,2024-04-09,2024-04-14,5
DEL005551,PO005551,2024-01-23,2024-01-27,4
DEL005552,PO005552,2025-11-12,2025-11-15,3
DEL005553,PO005553,2025-07-23,2025-07-23,0
DEL005554,PO005554,2025-12-28,2026-01-01,4
DEL005555,PO005555,2025-06-12,2025-06-15,3
DEL005556,PO005556,2025-06-30,2025-07-02,2
DEL005557,PO005557,2025-08-07,2025-08-11,4
DEL005558,PO005558,2025-08-07,2025-08-09,2
DEL005559,PO005559,2025-05-24,2025-05-27,3
DEL005560,PO005560,2025-12-06,2025-12-04,-2
DEL005561,PO005561,2024-06-06,2024-06-09,3
DEL005562,PO005562,2025-01-13,2025-01-18,5
DEL005563,PO005563,2024-11-14,2024-11-17,3
DEL005564,PO005564,2024-01-28,2024-01-27,-1
DEL005565,PO005565,2024-12-29,2025-01-03,5
DEL005566,PO005566,2026-01-01,2026-01-02,1
DEL005567,PO005567,2024-05-04,2024-05-02,-2
DEL005568,PO005568,2024-02-09,2024-02-11,2
DEL005569,PO005569,2025-06-06,2025-06-05,-1
DEL005570,PO005570,2025-03-10,2025-03-15,5
DEL005571,PO005571,2024-12-11,2024-12-14,3
DEL005572,PO005572,2025-06-08,2025-06-08,0
DEL005573,PO005573,2024-08-10,2024-08-15,5
DEL005574,PO005574,2025-08-05,2025-08-03,-2
DEL005575,PO005575,2025-09-18,2025-09-22,4
DEL005576,PO005576,2024-03-20,2024-03-23,3
DEL005577,PO005577,2025-08-04,2025-08-02,-2
DEL005578,PO005578,2024-05-31,2024-05-30,-1
DEL005579,PO005579,2024-05-03,2024-05-05,2
DEL005580,PO005580,2024-12-23,2024-12-28,5
DEL005581,PO005581,2025-10-18,2025-10-17,-1
DEL005582,PO005582,2024-09-18,2024-09-18,0
DEL005583,PO005583,2024-08-01,2024-08-06,5
DEL005584,PO005584,2025-12-16,2025-12-20,4
DEL005585,PO005585,2025-08-02,2025-08-05,3
DEL005586,PO005586,2025-02-14,2025-02-19,5
DEL005587,PO005587,2024-05-09,2024-05-14,5
DEL005588,PO005588,2026-01-07,2026-01-07,0
DEL005589,PO005589,2025-09-23,2025-09-24,1
DEL005590,PO005590,2025-09-16,2025-09-21,5
DEL005591,PO005591,2024-10-12,2024-10-10,-2
DEL005592,PO005592,2024-09-05,2024-09-04,-1
DEL005593,PO005593,2024-12-02,2024-12-04,2
DEL005594,PO005594,2024-07-31,2024-07-30,-1
DEL005595,PO005595,2025-05-15,2025-05-19,4
DEL005596,PO005596,2024-08-03,2024-08-06,3
DEL005597,PO005597,2024-04-06,2024-04-11,5
DEL005598,PO005598,2025-01-07,2025-01-07,0
DEL005599,PO005599,2024-07-07,2024-07-09,2
DEL005600,PO005600,2025-03-07,2025-03-05,-2
DEL005601,PO005601,2025-06-09,2025-06-08,-1
DEL005602,PO005602,2024-11-02,2024-11-06,4
DEL005603,PO005603,2025-06-22,2025-06-22,0
DEL005604,PO005604,2024-11-18,2024-11-22,4
DEL005605,PO005605,2025-01-08,2025-01-13,5
DEL005606,PO005606,2024-11-09,2024-11-13,4
DEL005607,PO005607,2025-04-10,2025-04-13,3
DEL005608,PO005608,2025-02-21,2025-02-26,5
DEL005609,PO005609,2024-09-27,2024-09-25,-2
DEL005610,PO005610,2025-03-06,2025-03-05,-1
DEL005611,PO005611,2025-04-21,2025-04-21,0
DEL005612,PO005612,2024-03-23,2024-03-23,0
DEL005613,PO005613,2025-06-30,2025-07-02,2
DEL005614,PO005614,2024-04-02,2024-04-06,4
